timestamp,gameid,value,label
"Date:  Sun, 02 Aug 2020 15:51:11 GMT5 days ago",3521944,1.87,0
"Date:  Sun, 02 Aug 2020 15:51:29 GMT5 days ago",3521945,2.47,1
"Date:  Sun, 02 Aug 2020 15:51:50 GMT5 days ago",3521946,3.77,1
"Date:  Sun, 02 Aug 2020 15:52:18 GMT5 days ago",3521947,1.66,0
"Date:  Sun, 02 Aug 2020 15:52:33 GMT5 days ago",3521948,4.01,1
"Date:  Sun, 02 Aug 2020 15:53:02 GMT5 days ago",3521949,1.96,0
"Date:  Sun, 02 Aug 2020 15:53:20 GMT5 days ago",3521950,10.99,1
"Date:  Sun, 02 Aug 2020 15:54:03 GMT5 days ago",3521951,9.9,1
"Date:  Sun, 02 Aug 2020 15:54:44 GMT5 days ago",3521952,4,1
"Date:  Sun, 02 Aug 2020 15:55:13 GMT5 days ago",3521953,5.05,1
"Date:  Sun, 02 Aug 2020 15:55:44 GMT5 days ago",3521954,1.43,0
"Date:  Sun, 02 Aug 2020 15:55:58 GMT5 days ago",3521955,2.36,1
"Date:  Sun, 02 Aug 2020 15:56:19 GMT5 days ago",3521956,1.19,0
"Date:  Sun, 02 Aug 2020 15:56:30 GMT5 days ago",3521957,1.64,0
"Date:  Sun, 02 Aug 2020 15:56:45 GMT5 days ago",3521958,10.02,1
"Date:  Sun, 02 Aug 2020 15:57:27 GMT5 days ago",3521959,1.2,0
"Date:  Sun, 02 Aug 2020 15:57:38 GMT5 days ago",3521960,3,1
"Date:  Sun, 02 Aug 2020 15:58:02 GMT5 days ago",3521961,3.68,1
"Date:  Sun, 02 Aug 2020 15:58:29 GMT5 days ago",3521962,1.06,0
"Date:  Sun, 02 Aug 2020 15:58:39 GMT5 days ago",3521963,1.57,0
"Date:  Sun, 02 Aug 2020 15:58:54 GMT5 days ago",3521964,5.47,1
"Date:  Sun, 02 Aug 2020 15:59:27 GMT5 days ago",3521965,1.59,0
"Date:  Sun, 02 Aug 2020 15:59:42 GMT5 days ago",3521966,1.68,0
"Date:  Sun, 02 Aug 2020 15:59:58 GMT5 days ago",3521967,22.18,1
"Date:  Sun, 02 Aug 2020 16:00:51 GMT5 days ago",3521968,1.08,0
"Date:  Sun, 02 Aug 2020 16:01:00 GMT5 days ago",3521969,1.61,0
"Date:  Sun, 02 Aug 2020 16:01:16 GMT5 days ago",3521970,1.04,0
"Date:  Sun, 02 Aug 2020 16:01:25 GMT5 days ago",3521971,2.21,1
"Date:  Sun, 02 Aug 2020 16:01:45 GMT5 days ago",3521972,17.11,1
"Date:  Sun, 02 Aug 2020 16:02:34 GMT5 days ago",3521973,2.25,1
"Date:  Sun, 02 Aug 2020 16:02:54 GMT5 days ago",3521974,1.22,0
"Date:  Sun, 02 Aug 2020 16:03:05 GMT5 days ago",3521975,9.57,1
"Date:  Sun, 02 Aug 2020 16:03:46 GMT5 days ago",3521976,2.34,1
"Date:  Sun, 02 Aug 2020 16:04:07 GMT5 days ago",3521977,1.3,0
"Date:  Sun, 02 Aug 2020 16:04:19 GMT5 days ago",3521978,1.03,0
"Date:  Sun, 02 Aug 2020 16:04:28 GMT5 days ago",3521979,2.02,1
"Date:  Sun, 02 Aug 2020 16:04:47 GMT5 days ago",3521980,6.82,1
"Date:  Sun, 02 Aug 2020 16:05:23 GMT5 days ago",3521981,1.05,0
"Date:  Sun, 02 Aug 2020 16:05:32 GMT5 days ago",3521982,1.33,0
"Date:  Sun, 02 Aug 2020 16:05:45 GMT5 days ago",3521983,3.19,1
"Date:  Sun, 02 Aug 2020 16:06:10 GMT5 days ago",3521984,1.38,0
"Date:  Sun, 02 Aug 2020 16:06:23 GMT5 days ago",3521985,1.84,0
"Date:  Sun, 02 Aug 2020 16:06:40 GMT5 days ago",3521986,1.59,0
"Date:  Sun, 02 Aug 2020 16:06:56 GMT5 days ago",3521987,1.58,0
"Date:  Sun, 02 Aug 2020 16:07:11 GMT5 days ago",3521988,1.42,0
"Date:  Sun, 02 Aug 2020 16:07:24 GMT5 days ago",3521989,2.36,1
"Date:  Sun, 02 Aug 2020 16:07:45 GMT5 days ago",3521990,4.2,1
"Date:  Sun, 02 Aug 2020 16:08:14 GMT5 days ago",3521991,2.73,1
"Date:  Sun, 02 Aug 2020 16:08:37 GMT5 days ago",3521992,1.48,0
"Date:  Sun, 02 Aug 2020 16:08:51 GMT5 days ago",3521993,2.1,1
"Date:  Sun, 02 Aug 2020 16:09:10 GMT5 days ago",3521994,4.51,1
"Date:  Sun, 02 Aug 2020 16:09:40 GMT5 days ago",3521995,2.98,1
"Date:  Sun, 02 Aug 2020 16:10:05 GMT5 days ago",3521996,1,0
"Date:  Sun, 02 Aug 2020 16:10:13 GMT5 days ago",3521997,1.28,0
"Date:  Sun, 02 Aug 2020 16:10:25 GMT5 days ago",3521998,8.32,1
"Date:  Sun, 02 Aug 2020 16:11:04 GMT5 days ago",3521999,1.04,0
"Date:  Sun, 02 Aug 2020 16:11:13 GMT5 days ago",3522000,8.07,1
"Date:  Sun, 02 Aug 2020 16:11:52 GMT5 days ago",3522001,1.53,0
"Date:  Sun, 02 Aug 2020 16:12:07 GMT5 days ago",3522002,4.88,1
"Date:  Sun, 02 Aug 2020 16:12:38 GMT5 days ago",3522003,1.46,0
"Date:  Sun, 02 Aug 2020 16:12:52 GMT5 days ago",3522004,1.77,0
"Date:  Sun, 02 Aug 2020 16:13:09 GMT5 days ago",3522005,3.65,1
"Date:  Sun, 02 Aug 2020 16:13:36 GMT5 days ago",3522006,1.01,0
"Date:  Sun, 02 Aug 2020 16:13:44 GMT5 days ago",3522007,5.58,1
"Date:  Sun, 02 Aug 2020 16:14:18 GMT5 days ago",3522008,1.44,0
"Date:  Sun, 02 Aug 2020 16:14:31 GMT5 days ago",3522009,1.28,0
"Date:  Sun, 02 Aug 2020 16:14:43 GMT5 days ago",3522010,3.18,1
"Date:  Sun, 02 Aug 2020 16:15:09 GMT5 days ago",3522011,2.53,1
"Date:  Sun, 02 Aug 2020 16:15:30 GMT5 days ago",3522012,1.29,0
"Date:  Sun, 02 Aug 2020 16:15:43 GMT5 days ago",3522013,1,0
"Date:  Sun, 02 Aug 2020 16:15:51 GMT5 days ago",3522014,3.7,1
"Date:  Sun, 02 Aug 2020 16:16:19 GMT5 days ago",3522015,1.24,0
"Date:  Sun, 02 Aug 2020 16:16:30 GMT5 days ago",3522016,2.62,1
"Date:  Sun, 02 Aug 2020 16:16:53 GMT5 days ago",3522017,1.68,0
"Date:  Sun, 02 Aug 2020 16:17:09 GMT5 days ago",3522018,6.42,1
"Date:  Sun, 02 Aug 2020 16:17:44 GMT5 days ago",3522019,1.33,0
"Date:  Sun, 02 Aug 2020 16:17:57 GMT5 days ago",3522020,12.16,1
"Date:  Sun, 02 Aug 2020 16:18:41 GMT5 days ago",3522021,3.86,1
"Date:  Sun, 02 Aug 2020 16:19:09 GMT5 days ago",3522022,1.62,0
"Date:  Sun, 02 Aug 2020 16:19:24 GMT5 days ago",3522023,2.33,1
"Date:  Sun, 02 Aug 2020 16:19:45 GMT5 days ago",3522024,1.13,0
"Date:  Sun, 02 Aug 2020 16:19:55 GMT5 days ago",3522025,2.97,1
"Date:  Sun, 02 Aug 2020 16:20:20 GMT5 days ago",3522026,1.36,0
"Date:  Sun, 02 Aug 2020 16:20:33 GMT5 days ago",3522027,1.33,0
"Date:  Sun, 02 Aug 2020 16:20:45 GMT5 days ago",3522028,1.68,0
"Date:  Sun, 02 Aug 2020 16:21:01 GMT5 days ago",3522029,1.4,0
"Date:  Sun, 02 Aug 2020 16:21:15 GMT5 days ago",3522030,1.08,0
"Date:  Sun, 02 Aug 2020 16:21:24 GMT5 days ago",3522031,1.23,0
"Date:  Sun, 02 Aug 2020 16:21:36 GMT5 days ago",3522032,10.79,1
"Date:  Sun, 02 Aug 2020 16:22:19 GMT5 days ago",3522033,1.06,0
"Date:  Sun, 02 Aug 2020 16:22:28 GMT5 days ago",3522034,1.47,0
"Date:  Sun, 02 Aug 2020 16:22:42 GMT5 days ago",3522035,2.13,1
"Date:  Sun, 02 Aug 2020 16:23:02 GMT5 days ago",3522036,4.31,1
"Date:  Sun, 02 Aug 2020 16:23:31 GMT5 days ago",3522037,1.95,0
"Date:  Sun, 02 Aug 2020 16:23:50 GMT5 days ago",3522038,6.61,1
"Date:  Sun, 02 Aug 2020 16:24:25 GMT5 days ago",3522039,2.06,1
"Date:  Sun, 02 Aug 2020 16:24:44 GMT5 days ago",3522040,8.32,1
"Date:  Sun, 02 Aug 2020 16:25:23 GMT5 days ago",3522041,2.21,1
"Date:  Sun, 02 Aug 2020 16:25:43 GMT5 days ago",3522042,1.58,0
"Date:  Sun, 02 Aug 2020 16:25:58 GMT5 days ago",3522043,1.54,0
"Date:  Sun, 02 Aug 2020 16:26:13 GMT5 days ago",3522044,5.67,1
"Date:  Sun, 02 Aug 2020 16:26:47 GMT5 days ago",3522045,1.5,0
"Date:  Sun, 02 Aug 2020 16:27:01 GMT5 days ago",3522046,20.36,1
"Date:  Sun, 02 Aug 2020 16:27:53 GMT5 days ago",3522047,1.52,0
"Date:  Sun, 02 Aug 2020 16:28:07 GMT5 days ago",3522048,132.47,1
"Date:  Sun, 02 Aug 2020 16:29:26 GMT5 days ago",3522049,2.21,1
"Date:  Sun, 02 Aug 2020 16:29:46 GMT5 days ago",3522050,1.99,0
"Date:  Sun, 02 Aug 2020 16:30:05 GMT5 days ago",3522051,15.9,1
"Date:  Sun, 02 Aug 2020 16:30:53 GMT5 days ago",3522052,1.06,0
"Date:  Sun, 02 Aug 2020 16:31:03 GMT5 days ago",3522053,379.47,1
"Date:  Sun, 02 Aug 2020 16:32:37 GMT5 days ago",3522054,1.72,0
"Date:  Sun, 02 Aug 2020 16:32:53 GMT5 days ago",3522055,1.32,0
"Date:  Sun, 02 Aug 2020 16:33:06 GMT5 days ago",3522056,4.57,1
"Date:  Sun, 02 Aug 2020 16:33:36 GMT5 days ago",3522057,8.55,1
"Date:  Sun, 02 Aug 2020 16:34:15 GMT5 days ago",3522058,1.56,0
"Date:  Sun, 02 Aug 2020 16:34:30 GMT5 days ago",3522059,1.05,0
"Date:  Sun, 02 Aug 2020 16:34:40 GMT5 days ago",3522060,2.37,1
"Date:  Sun, 02 Aug 2020 16:35:01 GMT5 days ago",3522061,2.93,1
"Date:  Sun, 02 Aug 2020 16:35:25 GMT5 days ago",3522062,1.59,0
"Date:  Sun, 02 Aug 2020 16:35:40 GMT5 days ago",3522063,1.32,0
"Date:  Sun, 02 Aug 2020 16:35:53 GMT5 days ago",3522064,1.17,0
"Date:  Sun, 02 Aug 2020 16:36:03 GMT5 days ago",3522065,3.81,1
"Date:  Sun, 02 Aug 2020 16:36:31 GMT5 days ago",3522066,1.38,0
"Date:  Sun, 02 Aug 2020 16:36:45 GMT5 days ago",3522067,4.55,1
"Date:  Sun, 02 Aug 2020 16:37:15 GMT5 days ago",3522068,1.78,0
"Date:  Sun, 02 Aug 2020 16:37:32 GMT5 days ago",3522069,2.04,1
"Date:  Sun, 02 Aug 2020 16:37:51 GMT5 days ago",3522070,3.02,1
"Date:  Sun, 02 Aug 2020 16:38:15 GMT5 days ago",3522071,1.95,0
"Date:  Sun, 02 Aug 2020 16:38:33 GMT5 days ago",3522072,1.62,0
"Date:  Sun, 02 Aug 2020 16:38:49 GMT5 days ago",3522073,2.64,1
"Date:  Sun, 02 Aug 2020 16:39:11 GMT5 days ago",3522074,35.95,1
"Date:  Sun, 02 Aug 2020 16:40:12 GMT5 days ago",3522075,6.09,1
"Date:  Sun, 02 Aug 2020 16:40:46 GMT5 days ago",3522076,1.19,0
"Date:  Sun, 02 Aug 2020 16:40:57 GMT5 days ago",3522077,3.1,1
"Date:  Sun, 02 Aug 2020 16:41:22 GMT5 days ago",3522078,1.12,0
"Date:  Sun, 02 Aug 2020 16:41:32 GMT5 days ago",3522079,3.22,1
"Date:  Sun, 02 Aug 2020 16:41:58 GMT5 days ago",3522080,8.74,1
"Date:  Sun, 02 Aug 2020 16:42:38 GMT5 days ago",3522081,1.48,0
"Date:  Sun, 02 Aug 2020 16:42:52 GMT5 days ago",3522082,3.04,1
"Date:  Sun, 02 Aug 2020 16:43:16 GMT5 days ago",3522083,1.42,0
"Date:  Sun, 02 Aug 2020 16:43:30 GMT5 days ago",3522084,2.11,1
"Date:  Sun, 02 Aug 2020 16:43:49 GMT5 days ago",3522085,1.32,0
"Date:  Sun, 02 Aug 2020 16:44:02 GMT5 days ago",3522086,1.29,0
"Date:  Sun, 02 Aug 2020 16:44:14 GMT5 days ago",3522087,5.43,1
"Date:  Sun, 02 Aug 2020 16:44:47 GMT5 days ago",3522088,1.25,0
"Date:  Sun, 02 Aug 2020 16:44:59 GMT5 days ago",3522089,2.05,1
"Date:  Sun, 02 Aug 2020 16:45:18 GMT5 days ago",3522090,1.39,0
"Date:  Sun, 02 Aug 2020 16:45:31 GMT5 days ago",3522091,18.36,1
"Date:  Sun, 02 Aug 2020 16:46:22 GMT5 days ago",3522092,2.26,1
"Date:  Sun, 02 Aug 2020 16:46:42 GMT5 days ago",3522093,2.66,1
"Date:  Sun, 02 Aug 2020 16:47:05 GMT5 days ago",3522094,21.68,1
"Date:  Sun, 02 Aug 2020 16:47:58 GMT5 days ago",3522095,25.05,1
"Date:  Sun, 02 Aug 2020 16:48:53 GMT5 days ago",3522096,1.15,0
"Date:  Sun, 02 Aug 2020 16:49:04 GMT5 days ago",3522097,2.18,1
"Date:  Sun, 02 Aug 2020 16:49:24 GMT5 days ago",3522098,2.15,1
"Date:  Sun, 02 Aug 2020 16:49:43 GMT5 days ago",3522099,6.1,1
"Date:  Sun, 02 Aug 2020 16:50:18 GMT5 days ago",3522100,1.45,0
"Date:  Sun, 02 Aug 2020 16:50:32 GMT5 days ago",3522101,1.32,0
"Date:  Sun, 02 Aug 2020 16:50:45 GMT5 days ago",3522102,3.05,1
"Date:  Sun, 02 Aug 2020 16:51:09 GMT5 days ago",3522103,10.2,1
"Date:  Sun, 02 Aug 2020 16:51:51 GMT5 days ago",3522104,1.12,0
"Date:  Sun, 02 Aug 2020 16:52:01 GMT5 days ago",3522105,1.23,0
"Date:  Sun, 02 Aug 2020 16:52:13 GMT5 days ago",3522106,2.9,1
"Date:  Sun, 02 Aug 2020 16:52:37 GMT5 days ago",3522107,2.69,1
"Date:  Sun, 02 Aug 2020 16:53:00 GMT5 days ago",3522108,1.27,0
"Date:  Sun, 02 Aug 2020 16:53:12 GMT5 days ago",3522109,1.58,0
"Date:  Sun, 02 Aug 2020 16:53:27 GMT5 days ago",3522110,3.17,1
"Date:  Sun, 02 Aug 2020 16:53:53 GMT5 days ago",3522111,5.06,1
"Date:  Sun, 02 Aug 2020 16:54:25 GMT5 days ago",3522112,1.63,0
"Date:  Sun, 02 Aug 2020 16:54:40 GMT5 days ago",3522113,1.63,0
"Date:  Sun, 02 Aug 2020 16:54:56 GMT5 days ago",3522114,1,0
"Date:  Sun, 02 Aug 2020 16:55:04 GMT5 days ago",3522115,1.66,0
"Date:  Sun, 02 Aug 2020 16:55:20 GMT5 days ago",3522116,9.39,1
"Date:  Sun, 02 Aug 2020 16:56:01 GMT5 days ago",3522117,2.98,1
"Date:  Sun, 02 Aug 2020 16:56:26 GMT5 days ago",3522118,15.35,1
"Date:  Sun, 02 Aug 2020 16:57:14 GMT5 days ago",3522119,1.88,0
"Date:  Sun, 02 Aug 2020 16:57:31 GMT5 days ago",3522120,1.54,0
"Date:  Sun, 02 Aug 2020 16:57:46 GMT5 days ago",3522121,1.4,0
"Date:  Sun, 02 Aug 2020 16:58:00 GMT5 days ago",3522122,1.05,0
"Date:  Sun, 02 Aug 2020 16:58:09 GMT5 days ago",3522123,1.07,0
"Date:  Sun, 02 Aug 2020 16:58:19 GMT5 days ago",3522124,3.98,1
"Date:  Sun, 02 Aug 2020 16:58:47 GMT5 days ago",3522125,1.36,0
"Date:  Sun, 02 Aug 2020 16:59:00 GMT5 days ago",3522126,2.35,1
"Date:  Sun, 02 Aug 2020 16:59:21 GMT5 days ago",3522127,3.13,1
"Date:  Sun, 02 Aug 2020 16:59:47 GMT5 days ago",3522128,4.08,1
"Date:  Sun, 02 Aug 2020 17:00:15 GMT5 days ago",3522129,5.64,1
"Date:  Sun, 02 Aug 2020 17:00:49 GMT5 days ago",3522130,6.64,1
"Date:  Sun, 02 Aug 2020 17:01:25 GMT5 days ago",3522131,1.04,0
"Date:  Sun, 02 Aug 2020 17:01:34 GMT5 days ago",3522132,1.04,0
"Date:  Sun, 02 Aug 2020 17:01:43 GMT5 days ago",3522133,8.33,1
"Date:  Sun, 02 Aug 2020 17:02:22 GMT5 days ago",3522134,12.82,1
"Date:  Sun, 02 Aug 2020 17:03:08 GMT5 days ago",3522135,1.46,0
"Date:  Sun, 02 Aug 2020 17:03:22 GMT5 days ago",3522136,1.66,0
"Date:  Sun, 02 Aug 2020 17:03:38 GMT5 days ago",3522137,4.19,1
"Date:  Sun, 02 Aug 2020 17:04:07 GMT5 days ago",3522138,4.84,1
"Date:  Sun, 02 Aug 2020 17:04:38 GMT5 days ago",3522139,13.91,1
"Date:  Sun, 02 Aug 2020 17:05:25 GMT5 days ago",3522140,1.74,0
"Date:  Sun, 02 Aug 2020 17:05:41 GMT5 days ago",3522141,2.92,1
"Date:  Sun, 02 Aug 2020 17:06:05 GMT5 days ago",3522142,3.45,1
"Date:  Sun, 02 Aug 2020 17:06:32 GMT5 days ago",3522143,3.34,1
"Date:  Sun, 02 Aug 2020 17:06:58 GMT5 days ago",3522144,1.65,0
"Date:  Sun, 02 Aug 2020 17:07:14 GMT5 days ago",3522145,3.69,1
"Date:  Sun, 02 Aug 2020 17:07:41 GMT5 days ago",3522146,21.61,1
"Date:  Sun, 02 Aug 2020 17:08:34 GMT5 days ago",3522147,2.06,1
"Date:  Sun, 02 Aug 2020 17:08:53 GMT5 days ago",3522148,1.6,0
"Date:  Sun, 02 Aug 2020 17:09:08 GMT5 days ago",3522149,2.95,1
"Date:  Sun, 02 Aug 2020 17:09:33 GMT5 days ago",3522150,1.26,0
"Date:  Sun, 02 Aug 2020 17:09:45 GMT5 days ago",3522151,3.75,1
"Date:  Sun, 02 Aug 2020 17:10:13 GMT5 days ago",3522152,1.16,0
"Date:  Sun, 02 Aug 2020 17:10:23 GMT5 days ago",3522153,2.31,1
"Date:  Sun, 02 Aug 2020 17:10:44 GMT5 days ago",3522154,4.05,1
"Date:  Sun, 02 Aug 2020 17:11:13 GMT5 days ago",3522155,2.09,1
"Date:  Sun, 02 Aug 2020 17:11:32 GMT5 days ago",3522156,37.38,1
"Date:  Sun, 02 Aug 2020 17:12:33 GMT5 days ago",3522157,5.98,1
"Date:  Sun, 02 Aug 2020 17:13:07 GMT5 days ago",3522158,1.76,0
"Date:  Sun, 02 Aug 2020 17:13:24 GMT5 days ago",3522159,1.58,0
"Date:  Sun, 02 Aug 2020 17:13:39 GMT5 days ago",3522160,4.29,1
"Date:  Sun, 02 Aug 2020 17:14:09 GMT5 days ago",3522161,4.23,1
"Date:  Sun, 02 Aug 2020 17:14:38 GMT5 days ago",3522162,44.9,1
"Date:  Sun, 02 Aug 2020 17:15:42 GMT5 days ago",3522163,1.15,0
"Date:  Sun, 02 Aug 2020 17:15:52 GMT5 days ago",3522164,7.42,1
"Date:  Sun, 02 Aug 2020 17:16:30 GMT5 days ago",3522165,37.05,1
"Date:  Sun, 02 Aug 2020 17:17:31 GMT5 days ago",3522166,1.86,0
"Date:  Sun, 02 Aug 2020 17:17:49 GMT5 days ago",3522167,1.97,0
"Date:  Sun, 02 Aug 2020 17:18:07 GMT5 days ago",3522168,1.4,0
"Date:  Sun, 02 Aug 2020 17:18:21 GMT5 days ago",3522169,4.89,1
"Date:  Sun, 02 Aug 2020 17:18:52 GMT5 days ago",3522170,17.97,1
"Date:  Sun, 02 Aug 2020 17:19:43 GMT5 days ago",3522171,1.69,0
"Date:  Sun, 02 Aug 2020 17:19:59 GMT5 days ago",3522172,1.4,0
"Date:  Sun, 02 Aug 2020 17:20:12 GMT5 days ago",3522173,3.64,1
"Date:  Sun, 02 Aug 2020 17:20:40 GMT5 days ago",3522174,5.68,1
"Date:  Sun, 02 Aug 2020 17:21:13 GMT5 days ago",3522175,1.23,0
"Date:  Sun, 02 Aug 2020 17:21:25 GMT5 days ago",3522176,1.16,0
"Date:  Sun, 02 Aug 2020 17:21:36 GMT5 days ago",3522177,1.04,0
"Date:  Sun, 02 Aug 2020 17:21:45 GMT5 days ago",3522178,2,1
"Date:  Sun, 02 Aug 2020 17:22:04 GMT5 days ago",3522179,2.01,1
"Date:  Sun, 02 Aug 2020 17:22:23 GMT5 days ago",3522180,1.65,0
"Date:  Sun, 02 Aug 2020 17:22:39 GMT5 days ago",3522181,40.3,1
"Date:  Sun, 02 Aug 2020 17:23:41 GMT5 days ago",3522182,2.41,1
"Date:  Sun, 02 Aug 2020 17:24:02 GMT5 days ago",3522183,1.37,0
"Date:  Sun, 02 Aug 2020 17:24:16 GMT5 days ago",3522184,1.11,0
"Date:  Sun, 02 Aug 2020 17:24:26 GMT5 days ago",3522185,38.03,1
"Date:  Sun, 02 Aug 2020 17:25:27 GMT5 days ago",3522186,1.01,0
"Date:  Sun, 02 Aug 2020 17:25:36 GMT5 days ago",3522187,2.84,1
"Date:  Sun, 02 Aug 2020 17:26:00 GMT5 days ago",3522188,3.22,1
"Date:  Sun, 02 Aug 2020 17:26:25 GMT5 days ago",3522189,1.17,0
"Date:  Sun, 02 Aug 2020 17:26:36 GMT5 days ago",3522190,1.14,0
"Date:  Sun, 02 Aug 2020 17:26:47 GMT5 days ago",3522191,4.07,1
"Date:  Sun, 02 Aug 2020 17:27:16 GMT5 days ago",3522192,1.73,0
"Date:  Sun, 02 Aug 2020 17:27:32 GMT5 days ago",3522193,7.27,1
"Date:  Sun, 02 Aug 2020 17:28:10 GMT5 days ago",3522194,1.47,0
"Date:  Sun, 02 Aug 2020 17:28:24 GMT5 days ago",3522195,2.49,1
"Date:  Sun, 02 Aug 2020 17:28:46 GMT5 days ago",3522196,1.27,0
"Date:  Sun, 02 Aug 2020 17:28:58 GMT5 days ago",3522197,23.24,1
"Date:  Sun, 02 Aug 2020 17:29:52 GMT5 days ago",3522198,4.74,1
"Date:  Sun, 02 Aug 2020 17:30:23 GMT5 days ago",3522199,2.6,1
"Date:  Sun, 02 Aug 2020 17:30:45 GMT5 days ago",3522200,1.29,0
"Date:  Sun, 02 Aug 2020 17:30:58 GMT5 days ago",3522201,1.85,0
"Date:  Sun, 02 Aug 2020 17:31:16 GMT5 days ago",3522202,1.2,0
"Date:  Sun, 02 Aug 2020 17:31:27 GMT5 days ago",3522203,6.11,1
"Date:  Sun, 02 Aug 2020 17:32:02 GMT5 days ago",3522204,1.14,0
"Date:  Sun, 02 Aug 2020 17:32:13 GMT5 days ago",3522205,1.45,0
"Date:  Sun, 02 Aug 2020 17:32:27 GMT5 days ago",3522206,1.05,0
"Date:  Sun, 02 Aug 2020 17:32:36 GMT5 days ago",3522207,1.41,0
"Date:  Sun, 02 Aug 2020 17:32:50 GMT5 days ago",3522208,1.39,0
"Date:  Sun, 02 Aug 2020 17:33:04 GMT5 days ago",3522209,3.81,1
"Date:  Sun, 02 Aug 2020 17:33:32 GMT5 days ago",3522210,2.09,1
"Date:  Sun, 02 Aug 2020 17:33:51 GMT5 days ago",3522211,17.61,1
"Date:  Sun, 02 Aug 2020 17:34:41 GMT5 days ago",3522212,8.07,1
"Date:  Sun, 02 Aug 2020 17:35:20 GMT5 days ago",3522213,10.84,1
"Date:  Sun, 02 Aug 2020 17:36:03 GMT5 days ago",3522214,1.18,0
"Date:  Sun, 02 Aug 2020 17:36:14 GMT5 days ago",3522215,2.82,1
"Date:  Sun, 02 Aug 2020 17:36:38 GMT5 days ago",3522216,3.51,1
"Date:  Sun, 02 Aug 2020 17:37:05 GMT5 days ago",3522217,7.6,1
"Date:  Sun, 02 Aug 2020 17:37:43 GMT5 days ago",3522218,1.17,0
"Date:  Sun, 02 Aug 2020 17:37:54 GMT5 days ago",3522219,1.31,0
"Date:  Sun, 02 Aug 2020 17:38:06 GMT5 days ago",3522220,1.35,0
"Date:  Sun, 02 Aug 2020 17:38:20 GMT5 days ago",3522221,55.65,1
"Date:  Sun, 02 Aug 2020 17:39:26 GMT5 days ago",3522222,1.15,0
"Date:  Sun, 02 Aug 2020 17:39:37 GMT5 days ago",3522223,1.65,0
"Date:  Sun, 02 Aug 2020 17:39:53 GMT5 days ago",3522224,1.14,0
"Date:  Sun, 02 Aug 2020 17:40:04 GMT5 days ago",3522225,1.67,0
"Date:  Sun, 02 Aug 2020 17:40:20 GMT5 days ago",3522226,1.3,0
"Date:  Sun, 02 Aug 2020 17:40:33 GMT5 days ago",3522227,1.21,0
"Date:  Sun, 02 Aug 2020 17:40:45 GMT5 days ago",3522228,12.13,1
"Date:  Sun, 02 Aug 2020 17:41:29 GMT5 days ago",3522229,1.42,0
"Date:  Sun, 02 Aug 2020 17:41:43 GMT5 days ago",3522230,1.2,0
"Date:  Sun, 02 Aug 2020 17:41:55 GMT5 days ago",3522231,5.44,1
"Date:  Sun, 02 Aug 2020 17:42:28 GMT5 days ago",3522232,8.24,1
"Date:  Sun, 02 Aug 2020 17:43:07 GMT5 days ago",3522233,2.56,1
"Date:  Sun, 02 Aug 2020 17:43:29 GMT5 days ago",3522234,1.06,0
"Date:  Sun, 02 Aug 2020 17:43:39 GMT5 days ago",3522235,4.85,1
"Date:  Sun, 02 Aug 2020 17:44:11 GMT5 days ago",3522236,3.1,1
"Date:  Sun, 02 Aug 2020 17:44:36 GMT5 days ago",3522237,4.11,1
"Date:  Sun, 02 Aug 2020 17:45:05 GMT5 days ago",3522238,1.01,0
"Date:  Sun, 02 Aug 2020 17:45:14 GMT5 days ago",3522239,5.64,1
"Date:  Sun, 02 Aug 2020 17:45:48 GMT5 days ago",3522240,1.55,0
"Date:  Sun, 02 Aug 2020 17:46:03 GMT5 days ago",3522241,4.97,1
"Date:  Sun, 02 Aug 2020 17:46:34 GMT5 days ago",3522242,3.8,1
"Date:  Sun, 02 Aug 2020 17:47:02 GMT5 days ago",3522243,12.04,1
"Date:  Sun, 02 Aug 2020 17:47:47 GMT5 days ago",3522244,4.32,1
"Date:  Sun, 02 Aug 2020 17:48:17 GMT5 days ago",3522245,1.29,0
"Date:  Sun, 02 Aug 2020 17:48:30 GMT5 days ago",3522246,2.9,1
"Date:  Sun, 02 Aug 2020 17:48:54 GMT5 days ago",3522247,10.18,1
"Date:  Sun, 02 Aug 2020 17:49:36 GMT5 days ago",3522248,2.05,1
"Date:  Sun, 02 Aug 2020 17:49:55 GMT5 days ago",3522249,4.45,1
"Date:  Sun, 02 Aug 2020 17:50:26 GMT5 days ago",3522250,1.73,0
"Date:  Sun, 02 Aug 2020 17:50:42 GMT5 days ago",3522251,1.13,0
"Date:  Sun, 02 Aug 2020 17:50:53 GMT5 days ago",3522252,1.12,0
"Date:  Sun, 02 Aug 2020 17:51:04 GMT5 days ago",3522253,2.35,1
"Date:  Sun, 02 Aug 2020 17:51:25 GMT5 days ago",3522254,1,0
"Date:  Sun, 02 Aug 2020 17:51:34 GMT5 days ago",3522255,8.62,1
"Date:  Sun, 02 Aug 2020 17:52:14 GMT5 days ago",3522256,1.11,0
"Date:  Sun, 02 Aug 2020 17:52:24 GMT5 days ago",3522257,1.07,0
"Date:  Sun, 02 Aug 2020 17:52:34 GMT5 days ago",3522258,1.5,0
"Date:  Sun, 02 Aug 2020 17:52:49 GMT5 days ago",3522259,1.16,0
"Date:  Sun, 02 Aug 2020 17:53:00 GMT5 days ago",3522260,2.18,1
"Date:  Sun, 02 Aug 2020 17:53:20 GMT5 days ago",3522261,4.76,1
